clean_content,kategori,emosi
mulai pertanggal 30 juli 2025saya memutuskan untuk unistal apk kredit pintardi karenakan saya sudah membayar tagihan saya dan saya mau menghapus akun saya malah tidak bisajika sewaktu² ada tagihan data ke rumah saya tidak akan membayar dan saya akan menuntuk krna sudah menyebarkan data saya,Keamanan/Privasi,Takut
saya sengaja kasih bintang agar terlihat di atas saya kecewa dengan aplikasi akulaku sekian lama mengajukan pinjaman tetap tidak pernah lolos sangat mengecewakan padahal kita lagi butuh banget,Keamanan/Privasi,Kecewa
pertanggal 1382025 saya hapus aplikasi ini apabila ada pihak yg tdk bertanggung jawab mengatasnamakan data saya saya tidak bertanggung jawab,Keamanan/Privasi,Takut
aplikasi yang sangat membantu udah thn menggunakan aplikasi ini alhamdulillah limit paylater naik terus dan sdh mendapat pinjaman sama dana cicil juga mksih akulaku,Keamanan/Privasi,Senang
aplikasi yang sangat bermanfaat tapi saya tidak bisa menggunakan layanan pinjaman berjangka padahal tidak pernah telat paylater tidak bisa di gunakan sementara limit masih ada kecewa,Keamanan/Privasi,Kecewa
saya pinjam udah x tpi yg ke x linya mlah gk di acc pdhl sblm jatuh tanggal tempo semua udah lunas mlh limitnya pinjaman gk di acc sangat mengecewakan gak jls sangat buruk ujungnya gk di acc tpi giliran lunas yg kedepannya gak bisa ngambil,Keamanan/Privasi,Kecewa
mulai hari ini saya sudah tidak ada pinjaman disini ya tolong hapus data saya untuk yang mau pinjam disini pikir dulu ya saya mau hapus kun sudah verifikasih wajah ditolak,Keamanan/Privasi,Takut
pengajuan pinjaman pertama di acc padahal pembayaran dan pelunasan masih jauh hari dr tgl jatuh tempo pembayaran padahal sudah di lunasi tapi pengajuan kedua di tolak terus bener kecewa dengan apk ini jelek nya apk akulaku saat ini,Keamanan/Privasi,Kecewa
acc sy sudah di tolak tapi knpa saya tdk bisa menghapus akun dan data2 saya knapa harus di tahan2 lagi sedangkan sy tdk ada pinjam di situ krna acc sy di tolak,Keamanan/Privasi,Takut
tolong ya untuk semua pegawai yg ada di kredit pintar jangan sering sering nelpon berisik tau nggak saat dijalan ngebelsaat mau tidur ngebelsaat mau sholat ngebel apa gk ada kerjaan atau gimana kami tak butuh uang riba mu bunganya gede  jangka waktu nya pendek belum jatuh tempo uda di teror terus pokknya bikin gak nyenyak tidursaya himbau buat teman teman jangan pernah pinjam di aplikasi ini kalau tidak mau hidup tenang  silahkan ngebel ngebel terus ya gk bakal tak hapus ,Keamanan/Privasi,Takut
saya sudah beberapa kali ferivikasi wajah dinyatakan berhasil setelah memasukkan pin selalu gagal di ulang dan di ulang lagi tetep gagal kembali jam masih gagal selam hari lebih kalau memang tdk bs melanjutkan payleter akan sy hapus data aja pusat bantuan via tilp itu membuat pemborosan bagi pengguna blm selesai pertanyaan yg di olor waktu nya pulsa hbs di tlp kembali beda operator pertanyaan di ulang lagi memang di sengaja supaya pengguna di persulit,Keamanan/Privasi,Kecewa
mf terpaksa saya ksh bintang kecewa padahal angsuran pinjaman selalu tepat waktu tapi skrg udh g bsa ngajuin lagi kecewa,Keamanan/Privasi,Kecewa
kecewa banget pengajuan saya di tolak percuma sudah daftar sudah isi data data lengkap,Keamanan/Privasi,Kecewa
aplikasi penipuan mereka kerja sama dengan orang yang sering telpon di wa saya makin kecewa karna aplikasi ini saya sering bayar gak perna telat gak di lolosin lagi pinjaman saya,Keamanan/Privasi,Kecewa
hai akulaku kenp sekrng kta asetku ga bs ngajuin knp data uda lengkap tp msh blm bs ngajuin beli barang jg ga bs nyicil hrs cas aja gimn sich hapeeeeeekkkkkkk,Keamanan/Privasi,Marah
awal pinjaman sangat bagus respon nya sangat memuaskan dan kendala saya sama dengan teman yg komen diberanda ini kenapa saya ngga bisa pinjam lagi padahal saya ngga pernah telat dan udah lunas kecewa,Keamanan/Privasi,Kecewa
maaf saya tidak punya buku bank atau rekening jadi terpaksa saya unistal tolong di apus data saya ea kak,Keamanan/Privasi,Kecewa
layanan kurang memuaskan karena sangat tidak nyaman pdhl bayar juga tidak pernah telat malah minggu sebelum jatuh tempo sudah di bayar duluan dan saya paling tidak suka ada telfon yang mengganggu,Keamanan/Privasi,Kecewa
mengecewakansemoga kalian adalah orang yg baik serta data yg saya daftarin tidak disalahgunakan semoga tuhan merahmati pemilik akun,Keamanan/Privasi,Takut
saya tidak pernah terlambat membayar tagihan bahkan untuk tagihan yang jatuh tempo nya masih bulan depan sudah sya lunasi tapi lucunya ketika akan mengajukan pinjaman kembali ditolak dengan alasan tidak lolos verifikasi,Keamanan/Privasi,Kecewa
pengajuan ditolak tolong jangan disalahgunakan data pribadi saya auto uninstall jika sudah bisa minjem tolong kabarin,Keamanan/Privasi,Takut
aplikasi ini sangat buruk hanya buang buang waktu proses nya lama sangat tidak nyaman,Keamanan/Privasi,Marah
diaplikasi ini bunga pinjaman lebih rendah dibanding aplikasi lain tapi naik limitnya lelet bayar ga pernah telat malah sebelum jatuh tempo sudah dibayar ketika limit pinjaman mau dipake lagi malah ditolak dan malah berkurang dengan karena skor kredit rendah buat apa ada penawaran pinjaman kalau tidak bisa digunakan kecewa,Keamanan/Privasi,Kecewa
nyoba nyoba ngajukan pinjaman dapat limit ribu pas mau di cairkan di tolak terus padahal limit kecil di kira ga mampu bayar kali ya padahal saya juga ga ada hutang di apk manapun tolong data saya di hapus ya saya rasa kalian juga udah tau dengan data saya sebab email saya terverifikasi dengan akun akulaku,Keamanan/Privasi,Kecewa
penagihan kasarrr jangan mau pake apk ini telat sehari kayak telat sebulan jangan ada yanv pake apk ini sebar data anceman nya mau gw laporin ojk,Keamanan/Privasi,Takut
jgn sesekali install aplikasi beginian penipu dan maling data jaga privasi kalian aplikasi yg wajib di laporkan biar pada di tangkap owner bya,Keamanan/Privasi,Takut
udah ditolak pas mau hapus akun gabisa dengan alasan pengajuan masih ditolak lah ngapain kalo mau di acc ya acc aja dari pertama mau nunggu apa lagi hati hati data jangan sampai disalah gunakan 10032025 saya tidak pernah pinjam di aplikasi kredit pintar ini,Keamanan/Privasi,Takut
dengan hormat tolong hapus semua data sayasaya ga bisa hapus akun dari aplikasi selalu di tolak penghapusansangat aneh di hapus ga bisa di kasih pinjam gajika di kemudian hari jika menyalah gunakan data saya saya tidak bertanggung jawab,Keamanan/Privasi,Takut
buruk bunga besar,Keamanan/Privasi,Marah
padahal setiap pembayaran selalu tepat waktu tapi untuk pinjaman lagi susah bgt pdhl limit cuman ribu dana cicil juga gak bisa digunakan jadi mungkin saya akan hapus kembali karna tidak bisa membantu disaat saya bener lagi membutuhkan tolong perbaiki lagi ya kak sistemnya,Keamanan/Privasi,Kecewa
akulaku memang bagus untuk pertolongan pertama tpi kenapa setelah bayar tepat waktu tidak bisa ngambil pinjaman lgi,Keamanan/Privasi,Kecewa
tolong hapus data data saya di karna gak gak sesuai apa yang dibilang nya kalok ada apa apa saya gak mau bertanggung jawab di tanggal november marah,Keamanan/Privasi,Marah
telat harian aja penagihan barbar sampai ancaman pembantaian sama sebar data dan tlp kontak diluar kondar aplikasi legal rasa ilegal,Keamanan/Privasi,Takut
aplikasi jhanam pnjmn hny sdkit dsru byar tgihan 2x lipat lebih bnyak ad juga tagihan yg entah dri manaudah gitu suka ngamcam sebar data di sosmed pdhal saya biat byr walaupun lwat 2 hari,Keamanan/Privasi,Takut
ngajuin pinjaman limit nya ga naik naik bos kecewa,Keamanan/Privasi,Kecewa
kredit pintar telat bayar 1 hari aja dc penangih nya ga sopan bangett mau pake acara datang ke pekerjaan tolong ya lebih sopan lagi nyesel banget aku pake aplikasi inii kecewa pake ngancem ngancem,Keamanan/Privasi,Takut
pengajuan di tolak terus padahal pinjaman pertama sudah terbayar limit ke dua tapi selalu di tolak aseemm kecewa,Keamanan/Privasi,Kecewa
data sudah terkirim lengkap tapi belum lolos verifikasi apa sebabnya mohon penjelasan,Keamanan/Privasi,Kecewa
pelayanan terbaik dan pinjaman aman terpercaya sukses selalu,Keamanan/Privasi,Senang
saya tidak jadi minjem di aplikasi ini tolong jangan salah gunakan data saya saya tidak akan tanggung jawab trimakasih karna saya uda uninstall aplikasi ini,Keamanan/Privasi,Marah
hapus data saya,Keamanan/Privasi,Marah
lucky drawnya penipuan uda banyak ajak teman tapi tinggal perak lagi gak jebol,Keamanan/Privasi,Kecewa
sangat tidak recomended sy pernah pinjam di sini dan sudah lunas beberapa tahun yg lalu tp sampai sekarang masih di tlp di teror di suruh hutang kembali pdhl saya sudah bilang saya sudah tidak mau masih aja tiap hr ada yg tlp,Keamanan/Privasi,Takut
kok aneh yaa saya menggunakan pinjaman tunai tapi saya ga pernah telat bayar kenapa saya ingin menggunakan nya lagi tidak bisa dengan alasan skor kredit nya rendah padahal kan saya tidak pernah nunggak dan kenapa setelah saya bayar limit saya berkurang anehhh tolong jangan manfaatkan data pribadi saya terimakasih,Keamanan/Privasi,Kecewa
saya udah ngajuin juga di tolak giliran  mau hapus data  hrus sc muka giliran udh gk bisa di hapus alsan data nya ditolak  gak masuk akal  semoga dta sya ga dipakai aneh,Keamanan/Privasi,Takut
hapus data gak bisa ngajuin di tolak padahal angsuran dah kelar,Keamanan/Privasi,Takut
ini aplikasi taik data sdh diisi ujung2nya ditolak,Keamanan/Privasi,Takut
udah x pake pinjaman di akulaku awal limit kecil lalu pinjaman kedua dpt limit banyak membantu bgt bisa dpt pinjaman hampir jt pinjaman ketiga lbh rendah ini udh ak lunasi knp imitnya tetep kecil ya maaf mulai juli ak udah uninstal akulaku terimakasih banyak,Keamanan/Privasi,Senang
the best az semoga amanah selalu,Keamanan/Privasi,Senang
semoga pinjaman ini di loloskan min,Keamanan/Privasi,Senang
memakai bot untuk menaikkan rating sungguh aplikasi buruk maksa bayar dengan denda tapi kredit tidak bisa pinjam jadinya gimana dahlah hapus semua data saya atau saya laporkan nih aplikasi atas penyalahgunaan data muak bener pinjaman kredit makin tuun padahal bayar tepat waktu giliran bayar telat gabisa pinjam lagi lama fengan alasan kualitas kredit terus maunya apa njing telat ga telat tetap aja dipersulit pinjamnya hapus jangan mau pakai apk pemeras rakyat indo ini jangan bego,Keamanan/Privasi,Marah
blm telat byr udh di teror abis abisan,Keamanan/Privasi,Takut
kalau yg keuangan nya lagi kurang  tolong jangan pakai aplikasi ini  karena penagihannya di luar nalar  spam k telp kantor juga  padahal kita pun niat bayar  kita bayar dendanya  kita juga yg d teror abis2an  padahal telat baru 1 hari 2 hari  itu pun karena uang cicilannya kepakai utk biaya tidak terduga  dc nya serem,Keamanan/Privasi,Takut
ngasih pinjaman ribu limit nya buat apa ribu mah pendapatan sehari saya aplikasi gak jelas gk kya kredivo,Keamanan/Privasi,Marah
udah dikasih bintang ni tlng buka lagi pinjaman ny,Keamanan/Privasi,Senang
19082025 tidak jadi pakaitolak terus hapus data saya quit,Keamanan/Privasi,Takut
bikin kecewa pinjaman slalu aja harus kredit nya tinggi mnding hapus pinjaman tolak mulu pertama aja di kasih pinjaman ke dua kali nya gagal trus klo mau dari awal lah jgn ngasih mnding hapus bikin nyampah aja,Keamanan/Privasi,Kecewa
terimakasih kasih atas pinjaman nya ya sangat membantu,Keamanan/Privasi,Senang
apaan pas mengajukan pinjaman malah terkunci dan katanya gabisa dengan limit sekian awas aja kalau data saya di salah gunakan,Keamanan/Privasi,Takut
saya bayar pinjaman saya sebelum jatuh tempo kenapa saya mau ngajuin lagi nggak bisa katanya saya belum lolos untuk memenuhi sarat tertentu apakah saya harus bayar nya pas tanggal jatuh tempo apa gimana padahal saya bayar nya sebelum jatuh tempo yaudah paling saya mau pakai akulaku sampai payleter saya lunas aja kalo udah lunas saya akan hapus semua akun akulaku dan pindah lagi ke akun lazada,Keamanan/Privasi,Kecewa
udah sering pinjam tapi pas mau pengajuan pinjaman lagi di tolak padahal saya bayar sebelum tempo waktu,Keamanan/Privasi,Kecewa
apk jelek bgt bgt ga kaya dulu baru telat hari bayar paylaternya langsung ga bisa dipake limitnya padahal udah dibayar semua mana ada bunga hariannya lagi padahal udah tahun pake akulaku marah,Keamanan/Privasi,Marah
daftar tidak berhasil sangat susah bikin apa buat apk klau susah menggunakan nya tolong hapus data saya jika terjadi sesuatu saya tidak bertanggung jawab komenan saya ini akan jadi bukti nya terimahkasih salam uninstall,Keamanan/Privasi,Marah
on july 20 2025 my loan was rejected so dont make my personal data like this i will delete this application,Keamanan/Privasi,Takut
dah byar lunas pinjaman pertama pas pengajuan lg ditolak harusnya dr awal kalau mau ditolak,Keamanan/Privasi,Marah
apa ini data sudah selesai pas mau mengajukan pinjaman di tolak apa ini,Keamanan/Privasi,Marah
hapus data aja ga bisa,Keamanan/Privasi,Takut
makin kemari makin ga jelas paylater limit gede ga bs digunain pinjeman aman ga bs pengajuan bangkrut,Keamanan/Privasi,Marah
pinjaman yg sangat baik dan ramah,Keamanan/Privasi,Senang
waktu awal sih iyaa ya cepet cair gitu eh udh beberapa kali di tolak terus padahal ga pernah telat tapi malah gabisa ngajuin pinjaman apalagi paylater nya hadeh gimana sih akulaku nihh mana chat cs live nya cuma bot yang di tanya ga nyambung,Keamanan/Privasi,Marah
jujur udah 3 kali minjam di aplikasi ini cuma skrng gw hapus intimidasi ya sangat parah mohon yg belum pinjol disini mending gak usah aplikasi parah    gw mau kasar juga jadinya karna spamwa dcnya,Keamanan/Privasi,Takut
saya udah ajukan tetapi blm bisa terpaksa saya apus api ini saya minta jaga data saya terimakasih,Keamanan/Privasi,Takut
limit paylater ada tapi tidak bisa di gunakan dan untuk pinjaman selalu di tolak,Keamanan/Privasi,Kecewa
finance akulaku telah membuat pinjaman rb dan beri tanda niat tidak baik di ojk padahal tidak ada pinjaman dan sudah cek chat dgn cs akulaku di apk ini tidak ada pinjaman hanya tuhan yang tahu siapa yang berdusta antara ojk dan akulaku uang adalah alat uji org beriman atau tidak dan di sorga tidak akan bawa uang hanya bawah org jujur,Keamanan/Privasi,Kecewa
untuk akulaku tolong dgn sangat untuk hapus segera data yg telah masuk dgn alasan gara gara lupa pin sehingga mau masuk pin lagi ada tulisan pin anda diblokir oleh systim oleh karna itu saya batalkan untuk pengajuanya,Keamanan/Privasi,Marah
yang perlu di tingkatkan klu udah di lunasin pinjaman setidakx naik limit ini malah g bisa pinjam,Keamanan/Privasi,Kecewa
kalau bisa limit pinjaman nya d naikin dong padahal udah bayar semua sblum jatuh tempo lancar lagi pembayaran nya,Keamanan/Privasi,Kecewa
pinjaman yg menurut saya paling murah,Keamanan/Privasi,Senang
spam wa dc mu terlalu gila pengancaman contoh menjual belikan data pengintimidasianpeneroran dan masih banyak lagi padahal nunggak tagihan baru 2 hari jadi buat yang keuangan nya susah seperti saya saya sarankan jangan ambil di apk ini terimakasih,Keamanan/Privasi,Takut
pinjaman done,Keamanan/Privasi,Senang
kenapa admin akulaku saya mengajukan pinjaman gagal terus,Keamanan/Privasi,Marah
dasar apk bgst telat bbrphari nagih nya ga sopan neror intimidasi pula saya harap ojk bisa menindak lanjutinya karna penagihan tak sesuai sop,Keamanan/Privasi,Takut
aplikasi penipu saya bermain lucky spin udah dapet lebih k tinggal rupiah lagi pas spin malah muter muter mulu ke koin akulaku pas pertama ga gitu hadehh sia sia download penipuan apk janji nya dapet k,Keamanan/Privasi,Marah
tanggal 17 april pinjaman saya di tolak tolong hapus data saya,Keamanan/Privasi,Takut
saya tidak pernah berhasil mengajukan pinjaman rb,Keamanan/Privasi,Kecewa
saya mengajukan pinjaman sudah 3xtetapi tidak lolos verifikasidan juga data tidak bisa di hapusjadi saya tidak bertanggung jawab apabila di salah gunakancuma mau ambil data doang,Keamanan/Privasi,Takut
saya bayar pinjaman sebelum jatuh tempo tapi kenapa saat pengajuan kredit saya dikatakan jelek krena saya telat bayar,Keamanan/Privasi,Kecewa
pinjaman suku bunga yg paling rendah mantap,Keamanan/Privasi,Senang
kembali terulang knpa saya tidak bisa mengajukan pinjaman lagi padahal saya gk pernah telat bayar nya mohon di bantu terimakasih,Keamanan/Privasi,Kecewa
aplikasi gk gunamau pnjam 500rb aj hrus nunggu 3bulandata sudah masuk semuamau hapus data ditolak jgtlong jgn slh gunakan data sayadan hous data saya d apk ini,Keamanan/Privasi,Takut
sangat cepat cair,Keamanan/Privasi,Senang
saya kasih bintang karna saya merasa kecewa kenapa saya tidak bisa mengajukan pinjaman lagi sedangkan saya tidak pernah telat membayar malahan belom jatuh tempo saya sudah membayar kecewa,Keamanan/Privasi,Kecewa
transaksi aman,Keamanan/Privasi,Senang
tolong hps data saya aplikasi tak berbobot jgn di salah gunakan,Keamanan/Privasi,Marah
rekomen amanah suka pokoknya,Keamanan/Privasi,Senang
makin mahari limit pinjaman makin menurun setelah pelunasan pengajuan selalu di tolak dengan alasan yg tdk jelas dll respon cs sangat lamban dan tdk memberikan solusi jawaban pertanyaan saya muter muter di situ gk jelas mending hapus akun trus uninstal,Keamanan/Privasi,Marah
aplikasi macam apa ini gua kridit barang barangnya belum sampe udah bayar cicilan nya terus gua batalin ga bisa bisa terus gua cha penjual nya offline terus parah sih kaya penipuan,Keamanan/Privasi,Marah
